"spp","long","lat","He","He_harm","He_harm2","He_harm3","Source","Marker","min_dist","He_harm_w","He_harm2_w","He_harm3_w","ID","sp_name_std_v1","Article_ID","Study_ID","Type","Param","Trend","SHIFT","UNIT","DUR","v.lat.mean","v.ele.mean","trend.mean","START","END","Sampling","Uncertainty_Distribution","Uncertainty_Parameter","Nperiodes","N","Grain_size","Data","ID.area","group","Hemisphere","SHIFT_abs","velocity","vel_sign","Name","Article","DOI","LatCentDeg","LonCentDeg","Areakm2","LatExtentk","EleExtentm","Eleminm","Elemaxm","Elemeanm","Extent","NtempUnits","LogNtempUnits","Grain","ContinuousGrain","Quality","PrAb","StartF","ExtentF","AreaF","NtaxaF","obs_ID","Kingdom","Phylum","Class","Order","Family","Genus","Group","ECO","centroid.x","centroid.y","max_lat.x","max_lat.y","min_lat.x","min_lat.y","shift_sign","shift_vel_sign","lag","lag2","lag3"
"Cardellina pusilla",-73.2,49.43,0.07,0.0704225352112676,-2.58577154920847,-2.94097014923702,"Lawrence & Fraser","Microsatellite",1098056.81248522,0.566487152903813,0.0922505972993024,-0.81849269618081,"A110_P2","Cardellina pusilla","A110","P2","LAT","TE","-6.447",-0.307,"km/year",21,4.157825,NA,0.03774011,1983,2003,"TWO","OPPORTUNISTIC","yes",2,135,"moderate","occurrence-based",4.83535528729587,"vertebrate","N",0.307,4.157825,"pos","A110_P2","Greenlee_2012_Thesis","n/a",-86.0461,50.45795,994723.88,1566.97,2668.91,0,2668.91,597.24,1566.97,2,0.693147180559945,"moderate",2,"RAW","occurrence","(1.97e+03,1.99e+03]","(880,1.75e+03]","(62.4,1.23e+04]","(99,277]","S2030","Animalia","Chordata","Aves","Passeriformes","Parulidae","Cardellina","Bird","T",-86.04609649,50.457949,-88.9607676343188,56.8980646002012,-82.478625105664,41.971496954321,"neg","negpos",4.464825,4.157825,0
"Cardellina pusilla",-122.48333,37.50141558,0.77,0.774647887323944,1.20809929667082,0.0658777742152473,"De Kort","Microsatellite",266786.70382397,0.774566870723993,1.20887762737659,0.0664946434133481,"A115_P1","Cardellina pusilla","A115","P1","ELE","TE","-24",-0.2944785,"m/year",81.5,0.002598276,0.5182412,0.003289096,1926,2006.5,"TWO","PROCESSED","no",2,99,"small","occurrence-based",0.488298380071304,"vertebrate","N",0.2944785,0.5182412,"pos","A115_P1","Tingley_al_2012_GCB","10.1111/j.1365-2486.2012.02784.x",-121.3238,40.39592,15361.97,112.97,4369.77,44.99,4414.76,1656.8,4369.77,2,0.693147180559945,"small",1,"BALANCED","occurrence","[1.8e+03,1.94e+03]","(4.09e+03,8.75e+03]","[1.54e-05,4.85]","[1,99]","S2995","Animalia","Chordata","Aves","Passeriformes","Parulidae","Cardellina","Bird","T",-121.32379647,40.39591769,-120.508449842087,40.9021664607137,-122.136402714214,39.8892672374931,"neg","negpos",0.8127197,0.5182412,0
"Cardellina pusilla",-122.48333,37.50141558,0.77,0.774647887323944,1.20809929667082,0.0658777742152473,"De Kort","Microsatellite",414267.527553582,0.774883228799127,1.21149890485288,0.0685721476449307,"A115_P1","Cardellina pusilla","A115","P1","ELE","LE","-541",-6.638037,"m/year",81.5,0.002598276,0.5182412,0.003289096,1926,2006.5,"TWO","PROCESSED","no",2,99,"small","occurrence-based",0.488298380071304,"vertebrate","N",6.638037,0.5182412,"pos","A115_P1","Tingley_al_2012_GCB","10.1111/j.1365-2486.2012.02784.x",-121.3238,40.39592,15361.97,112.97,4369.77,44.99,4414.76,1656.8,4369.77,2,0.693147180559945,"small",1,"BALANCED","occurrence","[1.8e+03,1.94e+03]","(4.09e+03,8.75e+03]","[1.54e-05,4.85]","[1,99]","S2996","Animalia","Chordata","Aves","Passeriformes","Parulidae","Cardellina","Bird","T",-121.32379647,40.39591769,-120.508449842087,40.9021664607137,-122.136402714214,39.8892672374931,"neg","negpos",7.1562782,0.5182412,0
"Cardellina pusilla",-122.48333,37.50141558,0.77,0.774647887323944,1.20809929667082,0.0658777742152473,"De Kort","Microsatellite",336677.410013975,0.774772581658194,1.2104659228297,0.0677534534991548,"A115_P1","Cardellina pusilla","A115","P1","ELE","O","-438",-5.374233,"m/year",81.5,0.002598276,0.5182412,0.003289096,1926,2006.5,"TWO","PROCESSED","no",2,99,"small","occurrence-based",0.488298380071304,"vertebrate","N",5.374233,0.5182412,"pos","A115_P1","Tingley_al_2012_GCB","10.1111/j.1365-2486.2012.02784.x",-121.3238,40.39592,15361.97,112.97,4369.77,44.99,4414.76,1656.8,4369.77,2,0.693147180559945,"small",1,"BALANCED","occurrence","[1.8e+03,1.94e+03]","(4.09e+03,8.75e+03]","[1.54e-05,4.85]","[1,99]","S3011","Animalia","Chordata","Aves","Passeriformes","Parulidae","Cardellina","Bird","T",-121.32379647,40.39591769,-120.508449842087,40.9021664607137,-122.136402714214,39.8892672374931,"neg","negpos",5.8924742,0.5182412,0
"Cardellina pusilla",-122.29,37.3,0.77,0.774647887323944,1.20809929667082,0.0658777742152473,"Lawrence & Fraser","Microsatellite",147608.755990193,0.774063508772951,1.20521327841301,0.0635904485897693,"A115_P2","Cardellina pusilla","A115","P2","ELE","TE","0",0,"m/year",87.5,-0.1326452,3.105555,0.01616001,1917,2003.5,"TWO","PROCESSED","no",2,99,"small","occurrence-based",0.0602320741914612,"vertebrate","N",0,3.105555,"pos","A115_P2","Tingley_al_2012_GCB","10.1111/j.1365-2486.2012.02784.x",-119.91205,37.85189,10373.31,84.48,3892.54,3.41,3895.96,3.92,3892.54,2,0.693147180559945,"small",1,"BALANCED","occurrence","[1.8e+03,1.94e+03]","(1.75e+03,4.09e+03]","[1.54e-05,4.85]","[1,99]","S3253","Animalia","Chordata","Aves","Passeriformes","Parulidae","Cardellina","Bird","T",-119.91205101,37.85189222,-119.211337380716,38.2301640943975,-120.638916022856,37.4828613920396,"neg","negpos",3.105555,3.105555,0
"Cardellina pusilla",-122.29,37.3,0.77,0.774647887323944,1.20809929667082,0.0658777742152473,"Lawrence & Fraser","Microsatellite",290229.535869639,0.772729169216813,1.19857821930948,0.0583318052416172,"A115_P2","Cardellina pusilla","A115","P2","ELE","LE","369",4.217143,"m/year",87.5,-0.1326452,3.105555,0.01616001,1917,2003.5,"TWO","PROCESSED","no",2,99,"small","occurrence-based",0.0602320741914612,"vertebrate","N",4.217143,3.105555,"pos","A115_P2","Tingley_al_2012_GCB","10.1111/j.1365-2486.2012.02784.x",-119.91205,37.85189,10373.31,84.48,3892.54,3.41,3895.96,3.92,3892.54,2,0.693147180559945,"small",1,"BALANCED","occurrence","[1.8e+03,1.94e+03]","(1.75e+03,4.09e+03]","[1.54e-05,4.85]","[1,99]","S3240","Animalia","Chordata","Aves","Passeriformes","Parulidae","Cardellina","Bird","T",-119.91205101,37.85189222,-119.211337380716,38.2301640943975,-120.638916022856,37.4828613920396,"pos","pospos",-1.111588,-1.111588,0
"Cardellina pusilla",-122.29,37.3,0.77,0.774647887323944,1.20809929667082,0.0658777742152473,"Lawrence & Fraser","Microsatellite",218799.204416422,0.773465504554874,1.20224996119629,0.0612418593568732,"A115_P2","Cardellina pusilla","A115","P2","ELE","O","-411",-4.697143,"m/year",87.5,-0.1326452,3.105555,0.01616001,1917,2003.5,"TWO","PROCESSED","no",2,99,"small","occurrence-based",0.0602320741914612,"vertebrate","N",4.697143,3.105555,"pos","A115_P2","Tingley_al_2012_GCB","10.1111/j.1365-2486.2012.02784.x",-119.91205,37.85189,10373.31,84.48,3892.54,3.41,3895.96,3.92,3892.54,2,0.693147180559945,"small",1,"BALANCED","occurrence","[1.8e+03,1.94e+03]","(1.75e+03,4.09e+03]","[1.54e-05,4.85]","[1,99]","S3258","Animalia","Chordata","Aves","Passeriformes","Parulidae","Cardellina","Bird","T",-119.91205101,37.85189222,-119.211337380716,38.2301640943975,-120.638916022856,37.4828613920396,"neg","negpos",7.802698,3.105555,0
"Cardellina pusilla",-122.29,37.3,0.77,0.774647887323944,1.20809929667082,0.0658777742152473,"Lawrence & Fraser","Microsatellite",319949.282718009,0.771993410258675,1.19443865944612,0.0550509800673333,"A115_P3","Cardellina pusilla","A115","P3","ELE","TE","-19",-0.1928934,"m/year",98.5,0.01712224,1.439527,0.006966803,1911,2008.5,"TWO","PROCESSED","no",2,99,"small","occurrence-based",1.01226723509027,"vertebrate","N",0.1928934,1.439527,"pos","A115_P3","Tingley_al_2012_GCB","10.1111/j.1365-2486.2012.02784.x",-118.85897,36.15054,27477.89,183.37,4296.22,28.09,4324.31,714.11,4296.22,2,0.693147180559945,"small",1,"BALANCED","occurrence","[1.8e+03,1.94e+03]","(4.09e+03,8.75e+03]","[1.54e-05,4.85]","[1,99]","S3468","Animalia","Chordata","Aves","Passeriformes","Parulidae","Cardellina","Bird","T",-118.85896693,36.15054087,-118.025954963651,36.9466276565412,-119.678396787881,35.3382777576125,"neg","negpos",1.6324204,1.439527,0
"Cardellina pusilla",-122.29,37.3,0.77,0.774647887323944,1.20809929667082,0.0658777742152473,"Lawrence & Fraser","Microsatellite",331953.655185553,0.771735997998219,1.19312696602594,0.05401139205896,"A115_P3","Cardellina pusilla","A115","P3","ELE","O","-1069",-10.85279,"m/year",98.5,0.01712224,1.439527,0.006966803,1911,2008.5,"TWO","PROCESSED","no",2,99,"small","occurrence-based",1.01226723509027,"vertebrate","N",10.85279,1.439527,"pos","A115_P3","Tingley_al_2012_GCB","10.1111/j.1365-2486.2012.02784.x",-118.85897,36.15054,27477.89,183.37,4296.22,28.09,4324.31,714.11,4296.22,2,0.693147180559945,"small",1,"BALANCED","occurrence","[1.8e+03,1.94e+03]","(4.09e+03,8.75e+03]","[1.54e-05,4.85]","[1,99]","S3423","Animalia","Chordata","Aves","Passeriformes","Parulidae","Cardellina","Bird","T",-118.85896693,36.15054087,-118.025954963651,36.9466276565412,-119.678396787881,35.3382777576125,"neg","negpos",12.292317,1.439527,0
"Cardellina pusilla",-122.29,37.3,0.77,0.774647887323944,1.20809929667082,0.0658777742152473,"Lawrence & Fraser","Microsatellite",380926.598696035,0.770993098876739,1.1893001455097,0.0509784297389128,"A115_P3","Cardellina pusilla","A115","P3","ELE","LE","-653",-6.629442,"m/year",98.5,0.01712224,1.439527,0.006966803,1911,2008.5,"TWO","PROCESSED","no",2,99,"small","occurrence-based",1.01226723509027,"vertebrate","N",6.629442,1.439527,"pos","A115_P3","Tingley_al_2012_GCB","10.1111/j.1365-2486.2012.02784.x",-118.85897,36.15054,27477.89,183.37,4296.22,28.09,4324.31,714.11,4296.22,2,0.693147180559945,"small",1,"BALANCED","occurrence","[1.8e+03,1.94e+03]","(4.09e+03,8.75e+03]","[1.54e-05,4.85]","[1,99]","S3452","Animalia","Chordata","Aves","Passeriformes","Parulidae","Cardellina","Bird","T",-118.85896693,36.15054087,-118.025954963651,36.9466276565412,-119.678396787881,35.3382777576125,"neg","negpos",8.068969,1.439527,0
"Cardellina pusilla",-107.57,39.02,0.76,0.764587525150905,1.15248137744319,0.0217975638628083,"Lawrence & Fraser","Microsatellite",685271.30646582,0.745687203635629,1.05312377481133,-0.056948712246536,"A122_P1","Cardellina pusilla","A122","P1","LAT","O","-75.5",-1.8875,"km/year",40,1.960697,NA,0.03284793,1966,2005,"CONTINUOUS","PROCESSED","no",40,290,"large","abundance-based",7.00895987073912,"vertebrate","N",1.8875,1.960697,"pos","A122_P1","NationalAudubonSociety_2009","n/a",-100.59804,42.16185,10089821.86,4085.43,5835.83,0,5835.83,671.75,4085.43,40,3.68887945411394,"large",3,"RESURVEYED","abundance","(1.94e+03,1.97e+03]","(1.75e+03,4.09e+03]","(62.4,1.23e+04]","(277,1.33e+03]","S4405","Animalia","Chordata","Aves","Passeriformes","Parulidae","Cardellina","Bird","T",-100.5980377,42.16184606,-146.01895861295,62.4869744822866,-80.9158458881772,24.7674231236783,"neg","negpos",3.848197,1.960697,0
"Zonotrichia leucophrys",-119.168834,37.938431,0.6375,0.641348088531187,0.564447096336225,-0.444251421169368,"Lawrence & Fraser","Microsatellite",1747666.79305628,0.757083331261564,1.18455606028793,0.0472184855085354,"A10_P1","Zonotrichia leucophrys","A10","P1","LAT","O","1.29",1.29,"km/year",30,1.0197,NA,0.02524232,1975,2004,NA,"OPPORTUNISTIC","yes",10,254,"large","abundance-based",6.72705177243856,"vertebrate","N",1.29,1.0197,"pos","A10_P1","LaSorte_Thompson_2007_Ecology","10.1890/06-1072.1",-99.12988,39.52959,7933705.8,2740.96,5044.43,0,5044.43,752.03,2740.96,10,2.30258509299405,"large",3,"RAW","abundance","(1.97e+03,1.99e+03]","(1.75e+03,4.09e+03]","(62.4,1.23e+04]","(99,277]","S654","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Zonotrichia","Bird","T",-99.12987897,39.52959007,-95.1527862547818,49.3766517635681,-81.0880584715212,25.1155490878202,"pos","pospos",-0.2703,-0.2703,0
"Zonotrichia leucophrys",-123.954823,45.241188,0.831666667,0.836686787726358,1.59715630190271,0.37422650188917,"Lawrence & Fraser","Microsatellite",2211566.67999745,0.777053911679114,1.2910826702176,0.131646587800775,"A10_P1","Zonotrichia leucophrys","A10","P1","LAT","LE","13.33",13.33,"km/year",30,1.0197,NA,0.02524232,1975,2004,NA,"OPPORTUNISTIC","yes",10,254,"large","abundance-based",6.72705177243856,"vertebrate","N",13.33,1.0197,"pos","A10_P1","LaSorte_Thompson_2007_Ecology","10.1890/06-1072.1",-99.12988,39.52959,7933705.8,2740.96,5044.43,0,5044.43,752.03,2740.96,10,2.30258509299405,"large",3,"RAW","abundance","(1.97e+03,1.99e+03]","(1.75e+03,4.09e+03]","(62.4,1.23e+04]","(99,277]","S227","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Zonotrichia","Bird","T",-99.12987897,39.52959007,-95.1527862547818,49.3766517635681,-81.0880584715212,25.1155490878202,"pos","pospos",-12.3103,-12.3103,0
"Zonotrichia leucophrys",-119.168834,37.938431,0.6375,0.641348088531187,0.564447096336225,-0.444251421169368,"Lawrence & Fraser","Microsatellite",1747666.79305628,0.757083331261564,1.18455606028793,0.0472184855085354,"A10_P1","Zonotrichia leucophrys","A10","P1","LAT","O","0.57",0.57,"km/year",30,1.0197,NA,0.02524232,1975,2004,NA,"OPPORTUNISTIC","yes",10,254,"large","abundance-based",6.72705177243856,"vertebrate","N",0.57,1.0197,"pos","A10_P1","LaSorte_Thompson_2007_Ecology","10.1890/06-1072.1",-99.12988,39.52959,7933705.8,2740.96,5044.43,0,5044.43,752.03,2740.96,10,2.30258509299405,"large",3,"RAW","abundance","(1.97e+03,1.99e+03]","(1.75e+03,4.09e+03]","(62.4,1.23e+04]","(99,277]","S610","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Zonotrichia","Bird","T",-99.12987897,39.52959007,-95.1527862547818,49.3766517635681,-81.0880584715212,25.1155490878202,"pos","pospos",0.4497,0.4497,0.4497
"Zonotrichia leucophrys",-119.168834,37.938431,0.6375,0.641348088531187,0.564447096336225,-0.444251421169368,"Lawrence & Fraser","Microsatellite",3142628.24783211,0.769752986739576,1.25229389468874,0.100904384417945,"A110_P1","Zonotrichia leucophrys","A110","P1","LAT","TE","-102.919",-4.900905,"km/year",21,4.157825,10.5773,0.03774011,1983,2003,"TWO","OPPORTUNISTIC","yes",2,135,"moderate","occurrence-based",4.83535528729587,"vertebrate","N",4.900905,4.157825,"pos","A110_P1","Greenlee_2012_Thesis","n/a",-86.0461,50.45795,994723.88,1566.97,2668.91,0,2668.91,597.24,1566.97,2,0.693147180559945,"moderate",2,"RAW","occurrence","(1.97e+03,1.99e+03]","(880,1.75e+03]","(62.4,1.23e+04]","(99,277]","S1677","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Zonotrichia","Bird","T",-86.04609649,50.457949,-88.9607676343188,56.8980646002012,-82.478625105664,41.971496954321,"neg","negpos",9.05873,4.157825,0
"Zonotrichia leucophrys",-123.954823,45.241188,0.831666667,0.836686787726358,1.59715630190271,0.37422650188917,"Lawrence & Fraser","Microsatellite",2863018.13587422,0.776862167773765,1.29015051936484,0.130907807813313,"A110_P1","Zonotrichia leucophrys","A110","P1","LAT","O","-54.922",-2.615333,"km/year",21,4.157825,10.5773,0.03774011,1983,2003,"TWO","OPPORTUNISTIC","yes",2,135,"moderate","occurrence-based",4.83535528729587,"vertebrate","N",2.615333,4.157825,"pos","A110_P1","Greenlee_2012_Thesis","n/a",-86.0461,50.45795,994723.88,1566.97,2668.91,0,2668.91,597.24,1566.97,2,0.693147180559945,"moderate",2,"RAW","occurrence","(1.97e+03,1.99e+03]","(880,1.75e+03]","(62.4,1.23e+04]","(99,277]","S1850","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Zonotrichia","Bird","T",-86.04609649,50.457949,-88.9607676343188,56.8980646002012,-82.478625105664,41.971496954321,"neg","negpos",6.773158,4.157825,0
"Zonotrichia leucophrys",-123.954823,45.241188,0.831666667,0.836686787726358,1.59715630190271,0.37422650188917,"Lawrence & Fraser","Microsatellite",2863018.13587422,0.776862167773765,1.29015051936484,0.130907807813313,"A110_P1","Zonotrichia leucophrys","A110","P1","ELE","O","15.356",0.7312381,"m/year",21,4.157825,10.5773,0.03774011,1983,2003,"TWO","OPPORTUNISTIC","yes",2,135,"moderate","occurrence-based",4.83535528729587,"vertebrate","N",0.7312381,10.5773,"pos","A110_P1","Greenlee_2012_Thesis","n/a",-86.0461,50.45795,994723.88,1566.97,2668.91,0,2668.91,597.24,2668.91,2,0.693147180559945,"moderate",2,"RAW","occurrence","(1.97e+03,1.99e+03]","(1.75e+03,4.09e+03]","(62.4,1.23e+04]","(99,277]","S1640","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Zonotrichia","Bird","T",-86.04609649,50.457949,-88.9607676343188,56.8980646002012,-82.478625105664,41.971496954321,"pos","pospos",9.8460619,9.8460619,9.8460619
"Zonotrichia leucophrys",-119.168834,37.938431,0.6375,0.641348088531187,0.564447096336225,-0.444251421169368,"Lawrence & Fraser","Microsatellite",3142628.24783211,0.769752986739576,1.25229389468874,0.100904384417945,"A110_P2","Zonotrichia leucophrys","A110","P2","LAT","TE","-142.766",-6.798381,"km/year",21,4.157825,NA,0.03774011,1983,2003,"TWO","OPPORTUNISTIC","yes",2,135,"moderate","occurrence-based",4.83535528729587,"vertebrate","N",6.798381,4.157825,"pos","A110_P2","Greenlee_2012_Thesis","n/a",-86.0461,50.45795,994723.88,1566.97,2668.91,0,2668.91,597.24,1566.97,2,0.693147180559945,"moderate",2,"RAW","occurrence","(1.97e+03,1.99e+03]","(880,1.75e+03]","(62.4,1.23e+04]","(99,277]","S1964","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Zonotrichia","Bird","T",-86.04609649,50.457949,-88.9607676343188,56.8980646002012,-82.478625105664,41.971496954321,"neg","negpos",10.956206,4.157825,0
"Zonotrichia leucophrys",-119.168834,37.938431,0.6375,0.641348088531187,0.564447096336225,-0.444251421169368,"Lawrence & Fraser","Microsatellite",32595.8019851282,0.642070807035027,0.568330457044095,-0.441173647688187,"A115_P2","Zonotrichia leucophrys","A115","P2","ELE","LE","54",0.6171429,"m/year",87.5,-0.1326452,3.105555,0.01616001,1917,2003.5,"TWO","PROCESSED","no",2,99,"small","occurrence-based",0.0602320741914612,"vertebrate","N",0.6171429,3.105555,"pos","A115_P2","Tingley_al_2012_GCB","10.1111/j.1365-2486.2012.02784.x",-119.91205,37.85189,10373.31,84.48,3892.54,3.41,3895.96,3.92,3892.54,2,0.693147180559945,"small",1,"BALANCED","occurrence","[1.8e+03,1.94e+03]","(1.75e+03,4.09e+03]","[1.54e-05,4.85]","[1,99]","S3094","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Zonotrichia","Bird","T",-119.91205101,37.85189222,-119.211337380716,38.2301640943975,-120.638916022856,37.4828613920396,"pos","pospos",2.4884121,2.4884121,2.4884121
"Zonotrichia leucophrys",-119.168834,37.938431,0.6375,0.641348088531187,0.564447096336225,-0.444251421169368,"Lawrence & Fraser","Microsatellite",66073.1225603684,0.644250197678178,0.580043983305495,-0.431890044332619,"A115_P2","Zonotrichia leucophrys","A115","P2","ELE","O","165",1.885714,"m/year",87.5,-0.1326452,3.105555,0.01616001,1917,2003.5,"TWO","PROCESSED","no",2,99,"small","occurrence-based",0.0602320741914612,"vertebrate","N",1.885714,3.105555,"pos","A115_P2","Tingley_al_2012_GCB","10.1111/j.1365-2486.2012.02784.x",-119.91205,37.85189,10373.31,84.48,3892.54,3.41,3895.96,3.92,3892.54,2,0.693147180559945,"small",1,"BALANCED","occurrence","[1.8e+03,1.94e+03]","(1.75e+03,4.09e+03]","[1.54e-05,4.85]","[1,99]","S3124","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Zonotrichia","Bird","T",-119.91205101,37.85189222,-119.211337380716,38.2301640943975,-120.638916022856,37.4828613920396,"pos","pospos",1.219841,1.219841,1.219841
"Zonotrichia leucophrys",-119.168834,37.938431,0.6375,0.641348088531187,0.564447096336225,-0.444251421169368,"Lawrence & Fraser","Microsatellite",139137.328991141,0.653343115591582,0.628922070559261,-0.393151515497107,"A115_P2","Zonotrichia leucophrys","A115","P2","ELE","TE","570",6.514286,"m/year",87.5,-0.1326452,3.105555,0.01616001,1917,2003.5,"TWO","PROCESSED","no",2,99,"small","occurrence-based",0.0602320741914612,"vertebrate","N",6.514286,3.105555,"pos","A115_P2","Tingley_al_2012_GCB","10.1111/j.1365-2486.2012.02784.x",-119.91205,37.85189,10373.31,84.48,3892.54,3.41,3895.96,3.92,3892.54,2,0.693147180559945,"small",1,"BALANCED","occurrence","[1.8e+03,1.94e+03]","(1.75e+03,4.09e+03]","[1.54e-05,4.85]","[1,99]","S3245","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Zonotrichia","Bird","T",-119.91205101,37.85189222,-119.211337380716,38.2301640943975,-120.638916022856,37.4828613920396,"pos","pospos",-3.408731,-3.408731,0
"Zonotrichia leucophrys",-119.168834,37.938431,0.6375,0.641348088531187,0.564447096336225,-0.444251421169368,"Lawrence & Fraser","Microsatellite",200322.620516734,0.656725785580409,0.647041876878733,-0.378790588565649,"A115_P3","Zonotrichia leucophrys","A115","P3","ELE","O","102",1.035533,"m/year",98.5,0.01712224,1.439527,0.006966803,1911,2008.5,"TWO","PROCESSED","no",2,99,"small","occurrence-based",1.01226723509027,"vertebrate","N",1.035533,1.439527,"pos","A115_P3","Tingley_al_2012_GCB","10.1111/j.1365-2486.2012.02784.x",-118.85897,36.15054,27477.89,183.37,4296.22,28.09,4324.31,714.11,4296.22,2,0.693147180559945,"small",1,"BALANCED","occurrence","[1.8e+03,1.94e+03]","(4.09e+03,8.75e+03]","[1.54e-05,4.85]","[1,99]","S3392","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Zonotrichia","Bird","T",-118.85896693,36.15054087,-118.025954963651,36.9466276565412,-119.678396787881,35.3382777576125,"pos","pospos",0.403994,0.403994,0.403994
"Zonotrichia leucophrys",-119.168834,37.938431,0.6375,0.641348088531187,0.564447096336225,-0.444251421169368,"Lawrence & Fraser","Microsatellite",292116.270407647,0.668919128844243,0.712539512718095,-0.326880168228455,"A115_P3","Zonotrichia leucophrys","A115","P3","ELE","TE","-634",-6.436548,"m/year",98.5,0.01712224,1.439527,0.006966803,1911,2008.5,"TWO","PROCESSED","no",2,99,"small","occurrence-based",1.01226723509027,"vertebrate","N",6.436548,1.439527,"pos","A115_P3","Tingley_al_2012_GCB","10.1111/j.1365-2486.2012.02784.x",-118.85897,36.15054,27477.89,183.37,4296.22,28.09,4324.31,714.11,4296.22,2,0.693147180559945,"small",1,"BALANCED","occurrence","[1.8e+03,1.94e+03]","(4.09e+03,8.75e+03]","[1.54e-05,4.85]","[1,99]","S3376","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Zonotrichia","Bird","T",-118.85896693,36.15054087,-118.025954963651,36.9466276565412,-119.678396787881,35.3382777576125,"neg","negpos",7.876075,1.439527,0
